ProductID,ProductName,VendorID,VendorName,QuantitySold
413,External Lock Washer 8,1616,Aurora Bike Center,33
413,External Lock Washer 8,1686,Pro Sport Industries,33
414,Lock Nut 14,1616,Aurora Bike Center,33
415,Lock Nut 15,1616,Aurora Bike Center,33
416,Lock Nut 4,1616,Aurora Bike Center,33
417,Lock Nut 19,1616,Aurora Bike Center,33
418,Thin-Jam Lock Nut 12,1616,Aurora Bike Center,33
419,Thin-Jam Lock Nut 11,1616,Aurora Bike Center,33
420,Crown Race,1616,Aurora Bike Center,33
421,HL Nipple,1616,Aurora Bike Center,33
422,Thin-Jam Lock Nut 9,1666,Leaf River Terrain,36
423,Thin-Jam Lock Nut 10,1666,Leaf River Terrain,36
424,Thin-Jam Lock Nut 1,1666,Leaf River Terrain,36
425,Thin-Jam Lock Nut 2,1666,Leaf River Terrain,36
426,Thin-Jam Lock Nut 15,1666,Leaf River Terrain,36
427,External Lock Washer 2,1666,Leaf River Terrain,36
428,Internal Lock Washer 3,1666,Leaf River Terrain,36
429,Internal Lock Washer 4,1666,Leaf River Terrain,36
430,Thin-Jam Lock Nut 16,1666,Leaf River Terrain,36
431,Thin-Jam Lock Nut 5,1666,Leaf River Terrain,36
432,Lock Nut 18,1666,Leaf River Terrain,36
433,Hex Nut 13,1666,Leaf River Terrain,36
434,HL Road Tire,1666,Leaf River Terrain,36
435,Touring Tire,1666,Leaf River Terrain,36
436,LL Road Tire,1492,Australia Bike Retailer,33
436,LL Road Tire,1666,Leaf River Terrain,33
437,ML Road Tire,1492,Australia Bike Retailer,33
437,ML Road Tire,1666,Leaf River Terrain,33
438,Lock Nut 5,1540,Bergeron Off-Roads,36
439,Lock Nut 6,1540,Bergeron Off-Roads,36
440,Lock Nut 16,1540,Bergeron Off-Roads,36
441,Lock Nut 17,1540,Bergeron Off-Roads,36
442,Thin-Jam Lock Nut 6,1540,Bergeron Off-Roads,36
443,Thin-Jam Lock Nut 3,1540,Bergeron Off-Roads,36
444,Thin-Jam Lock Nut 4,1540,Bergeron Off-Roads,36
445,Metal Plate 2,1540,Bergeron Off-Roads,36
446,Metal Plate 1,1540,Bergeron Off-Roads,36
447,Metal Plate 3,1540,Bergeron Off-Roads,36
448,Metal Sheet 2,1540,Bergeron Off-Roads,36
449,Metal Sheet 3,1540,Bergeron Off-Roads,33
450,LL Shell,1540,Bergeron Off-Roads,33
451,HL Shell,1540,Bergeron Off-Roads,33
452,Lock Washer 6,1540,Bergeron Off-Roads,33
453,Lock Washer 13,1540,Bergeron Off-Roads,33
454,Lower Head Race,1540,Bergeron Off-Roads,33
455,LL Road Rim,1540,Bergeron Off-Roads,33
456,ML Road Rim,1540,Bergeron Off-Roads,33
457,HL Grip Tape,1540,Bergeron Off-Roads,33
458,Lock Nut 22,1540,Bergeron Off-Roads,33
459,Lock Nut 23,1540,Bergeron Off-Roads,33
460,Lock Nut 12,1540,Bergeron Off-Roads,33
461,Lock Washer 1,1540,Bergeron Off-Roads,33
462,Lower Head Race,1510,International,153
463,Lock Washer 4,1582,Inner City Bikes,45
464,Lock Washer 5,1582,Inner City Bikes,45
465,Lock Washer 10,1582,Inner City Bikes,45
466,Hex Nut 23,1582,Inner City Bikes,45
467,Hex Nut 12,1582,Inner City Bikes,45
468,Internal Lock Washer 9,1582,Inner City Bikes,42
469,Internal Lock Washer 5,1582,Inner City Bikes,42
470,Internal Lock Washer 7,1582,Inner City Bikes,42
471,Internal Lock Washer 6,1582,Inner City Bikes,42
472,Metal Sheet 7,1582,Inner City Bikes,42
473,Metal Sheet 4,1582,Inner City Bikes,42
474,Metal Sheet 5,1582,Inner City Bikes,42
475,Lock Washer 8,1582,Inner City Bikes,42
476,Metal Angle,1568,"Custom Frames, Inc.",8250
477,Metal Bar 1,1568,"Custom Frames, Inc.",8250
478,Metal Bar 2,1568,"Custom Frames, Inc.",8250
479,Flat Washer 5,1568,"Custom Frames, Inc.",8250
480,Flat Washer 7,1568,"Custom Frames, Inc.",8250
481,Hex Nut 8,1568,"Custom Frames, Inc.",8250
482,Hex Nut 9,1568,"Custom Frames, Inc.",8250
483,Hex Nut 22,1568,"Custom Frames, Inc.",8250
484,Thin-Jam Hex Nut 6,1568,"Custom Frames, Inc.",8250
485,Thin-Jam Hex Nut 3,1568,"Custom Frames, Inc.",8250
486,Thin-Jam Hex Nut 4,1568,"Custom Frames, Inc.",8250
487,Thin-Jam Hex Nut 13,1568,"Custom Frames, Inc.",8250
488,Touring Rim,1568,"Custom Frames, Inc.",8250
489,Hex Nut 20,1568,"Custom Frames, Inc.",8250
490,LL Nipple,1592,Lindell,150
490,LL Nipple,1662,Northern Bike Travel,150
491,HL Nipple,1548,Consumer Cycles,153
492,Paint - Black,1584,Trey Research,1920
493,Paint - Red,1584,Trey Research,1920
494,Paint - Silver,1584,Trey Research,1920
495,Paint - Blue,1584,Trey Research,1920
496,Paint - Yellow,1584,Trey Research,1920
497,Pinch Bolt,1566,Burnett Road Warriors,153
504,Cup-Shaped Race,1690,Bloomington Multisport,153
505,Cone-Shaped Race,1612,"Midwest Sport, Inc.",150
506,Reflector,1504,Chicago Rent-All,3060
507,LL Mountain Rim,1530,Comfort Road Bicycles,28050
507,LL Mountain Rim,1624,Competition Bike Training Systems,28050
508,ML Mountain Rim,1530,Comfort Road Bicycles,28050
508,ML Mountain Rim,1624,Competition Bike Training Systems,28050
509,HL Mountain Rim,1680,Jackson Authority,22000
510,LL Road Rim,1526,International Bicycles,28050
511,ML Road Rim,1526,International Bicycles,28050
512,HL Road Rim,1654,American Bikes,28050
513,Touring Rim,1664,Anderson's Custom Bikes,28050
523,LL Spindle/Axle,1560,Capital Road Cycles,28050
523,LL Spindle/Axle,1620,Lakewood Bicycle,28050
524,HL Spindle/Axle,1560,Capital Road Cycles,28050
524,HL Spindle/Axle,1626,Hill Bicycle Center,28050
525,LL Shell,1600,Federal Sport,28050
526,HL Shell,1522,First National Sport Co.,28050
527,Spokes,1644,International Sport Assoc.,28050
528,Seat Lug,1618,Metro Sport Equipment,150
530,Seat Post,1494,Allenson Cycles,28050
535,Tension Pulley,1508,"Compete Enterprises, Inc",23100
679,Rear Derailleur Cage,1544,Circuit Cycles,23100
707,Lock Washer 12,1520,G & K Bicycle Corp.,25
708,Spokes,1520,G & K Bicycle Corp.,25
709,Hex Nut 6,1574,Jeff's Sporting Goods,150
710,LL Mountain Tire,1574,Jeff's Sporting Goods,150
711,Hex Nut 5,1520,G & K Bicycle Corp.,300
712,ML Mountain Tire,1636,Integrated Sport Products,630
713,Thin-Jam Hex Nut 14,1636,Integrated Sport Products,600
714,Thin-Jam Hex Nut 7,1636,Integrated Sport Products,350
715,Thin-Jam Hex Nut 8,1636,Integrated Sport Products,100
716,Thin-Jam Hex Nut 12,1636,Integrated Sport Products,750
841,Internal Lock Washer 10,1636,Integrated Sport Products,300
842,Internal Lock Washer 1,1518,International Trek Center,225
843,Internal Lock Washer 8,1518,International Trek Center,75
844,Internal Lock Washer 2,1518,International Trek Center,300
845,LL Spindle/Axle,1518,International Trek Center,250
846,HL Spindle/Axle,1518,International Trek Center,175
847,Hex Nut 21,1518,International Trek Center,150
848,Hex Nut 3,1518,International Trek Center,150
849,Hex Nut 14,1594,Fitness Association,5000
850,Hex Nut 15,1594,Fitness Association,5000
851,Metal Tread Plate,1594,Fitness Association,5000
852,LL Grip Tape,1594,Fitness Association,750
853,ML Grip Tape,1594,Fitness Association,750
854,Lock Washer 2,1594,Fitness Association,750
855,Lock Washer 9,1594,Fitness Association,1050
856,Lock Washer 3,1594,Fitness Association,1000
857,Hex Nut 4,1594,Fitness Association,1000
858,Hex Nut 18,1676,Team Athletic Co.,700
859,Hex Nut 19,1676,Team Athletic Co.,700
860,HL Crankarm,1676,Team Athletic Co.,700
861,Thin-Jam Hex Nut 11,1676,Team Athletic Co.,900
862,External Lock Washer 3,1676,Team Athletic Co.,900
863,External Lock Washer 4,1676,Team Athletic Co.,900
864,Paint - Black,1676,Team Athletic Co.,1250
865,Paint - Red,1676,Team Athletic Co.,3750
866,LL Mountain Pedal,1676,Team Athletic Co.,2500
867,ML Mountain Pedal,1676,Team Athletic Co.,2000
868,Lock Washer 11,1676,Team Athletic Co.,2000
869,Freewheel,1676,Team Athletic Co.,2000
870,Thin-Jam Hex Nut 9,1546,Green Lake Bike Company,1500
871,Thin-Jam Hex Nut 10,1546,Green Lake Bike Company,500
872,Thin-Jam Lock Nut 9,1546,Green Lake Bike Company,1000
873,Thin-Jam Lock Nut 10,1546,Green Lake Bike Company,8000
874,Lock Ring,1574,Jeff's Sporting Goods,8000
875,External Lock Washer 7,1574,Jeff's Sporting Goods,8000
876,External Lock Washer 6,1546,Green Lake Bike Company,250
877,LL Nipple,1546,Green Lake Bike Company,150
878,Front Brakes,1546,Green Lake Bike Company,150
879,Rear Brakes,1546,Green Lake Bike Company,400
880,Bearing Ball,1546,Green Lake Bike Company,1000
881,Chainring Bolts,1636,Integrated Sport Products,6000
882,Chainring Nut,1636,Integrated Sport Products,6000
883,Reflector,1636,Integrated Sport Products,6000
884,Metal Sheet 1,1636,Integrated Sport Products,6000
907,Rear Brakes,1576,Superior Bicycles,27500
908,LL Mountain Seat/Saddle,1570,First Rate Bicycles,22550
909,ML Mountain Seat/Saddle,1570,First Rate Bicycles,22550
910,HL Mountain Seat/Saddle,1610,Hybrid Bicycle Center,28050
911,LL Road Seat/Saddle,1542,Hill's Bicycle Service,28050
912,ML Road Seat/Saddle,1542,Hill's Bicycle Service,28050
913,HL Road Seat/Saddle,1570,First Rate Bicycles,22550
914,Lock Nut 7,1672,Expert Bike Co,11000
914,Lock Nut 7,1696,Chicago City Saddles,11000
915,Lock Nut 8,1672,Expert Bike Co,11000
915,Lock Nut 8,1696,Chicago City Saddles,11000
916,Lock Nut 9,1672,Expert Bike Co,11000
921,Mountain Tire Tube,1498,"Trikes, Inc.",27500
922,Lock Nut 1,1652,Victory Bikes,19800
923,Lock Nut 10,1652,Victory Bikes,19800
928,LL Mountain Tire,1538,Vista Road Bikes,27500
929,ML Mountain Tire,1538,Vista Road Bikes,27500
930,HL Mountain Tire,1498,"Trikes, Inc.",27500
931,LL Road Tire,1588,Signature Cycles,27500
932,ML Road Tire,1588,Signature Cycles,27500
933,HL Road Tire,1652,Victory Bikes,19800
934,Touring Tire,1652,Victory Bikes,19800
935,LL Mountain Pedal,1506,Greenwood Athletic Company,28050
935,LL Mountain Pedal,1658,Crowley Sport,28050
936,ML Mountain Pedal,1506,Greenwood Athletic Company,28050
936,ML Mountain Pedal,1658,Crowley Sport,28050
937,HL Mountain Pedal,1638,Inline Accessories,28050
938,LL Road Pedal,1586,Mitchell Sports,27500
939,ML Road Pedal,1586,Mitchell Sports,27500
940,HL Road Pedal,1508,"Compete Enterprises, Inc",23100
941,Touring Pedal,1628,Bicycle Specialists,28050
948,Front Brakes,1576,Superior Bicycles,27500
952,Chain,1674,Varsity Sport Co.,3000
